	Description	Secretion_orignial	Orignial_rank	Secretion 0.01	Rank 0.01	Secretion 0.025	Rank 0.025	Secretion 0.05	Rank 0.05	Secretion 0.1	Rank 0.1	Secretion 0.125	Rank 0.125	Secretion 0.15	Rank 0.15
CP003496.1_prot_D7S_00491_445	multifunctional CCA protein	False	381.0	False	1906.0	False	1833.0	False	1723.0	False	1795.0	False	1624.0	False	1669.0
CP003496.1_prot_D7S_00492_446	outer membrane lipoprotein LolB	True	1100.0	False	1243.0	False	1195.0	True	1187.0	True	1189.0	True	1384.0	False	1166.0
CP003496.1_prot_D7S_00493_447	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	False	1372.0	False	854.0	False	785.0	False	786.0	False	612.0	False	880.0	False	412.0
CP003496.1_prot_D7S_00494_448	ribose-Phosphate pyrophosphokinase	True	1453.0	False	991.0	False	981.0	False	971.0	True	1002.0	False	919.0	True	873.0
CP003496.1_prot_D7S_00496_450	L-lactate dehydrogenase LctD	True	911.0	False	1584.0	False	1299.0	False	1088.0	True	842.0	True	1523.0	True	1870.0
CP003496.1_prot_D7S_00497_451	L-lactate transport	False	1665.0	False	633.0	False	661.0	False	737.0	False	757.0	False	542.0	False	566.0
CP003496.1_prot_D7S_00498_452	hypothetical protein	True	303.0	False	157.0	False	177.0	False	193.0	False	212.0	False	295.0	False	278.0
CP003496.1_prot_D7S_00500_454	phosphoserine transaminase	False	1427.0	False	1028.0	False	1032.0	False	1165.0	False	1304.0	False	1120.0	True	896.0
CP003496.1_prot_D7S_00501_455	histidinol-phosphate aminotransferase	False	388.0	False	1986.0	False	1970.0	False	1928.0	False	1825.0	False	1957.0	False	1872.0
CP003496.1_prot_D7S_00502_456	hypothetical protein	False	314.0	False	200.0	False	178.0	False	139.0	False	198.0	False	116.0	False	88.0
CP003496.1_prot_D7S_00503_457	putative transporter	False	541.0	False	1898.0	False	1918.0	False	1920.0	False	1840.0	False	1895.0	False	1801.0
CP003496.1_prot_D7S_00504_458	mobilization protein A	False	150.0	False	1376.0	False	1396.0	False	1348.0	False	1293.0	False	1211.0	False	1228.0
CP003496.1_prot_D7S_00505_459	3-phosphoshikimate 1-carboxyvinyltransferase	False	374.0	False	1996.0	False	1983.0	False	1981.0	False	1976.0	False	1984.0	False	1970.0
CP003496.1_prot_D7S_00506_460	ribonuclease HI	False	36.0	False	895.0	False	853.0	False	822.0	False	883.0	False	963.0	False	853.0
CP003496.1_prot_D7S_00507_461	DNA polymerase III, epsilon subunit	False	8.0	False	1387.0	False	1402.0	False	1325.0	False	1289.0	False	1338.0	False	1398.0
CP003496.1_prot_D7S_00510_462	stability protein StbD	False	337.0	False	73.0	False	108.0	False	158.0	False	97.0	False	108.0	False	104.0
CP003496.1_prot_D7S_00511_463	putative relE protein	False	1898.0	False	103.0	False	110.0	False	118.0	False	121.0	False	123.0	False	170.0
CP003496.1_prot_D7S_00512_464	cupin 2, conserved barrel domain-containing protein	False	1738.0	False	319.0	False	250.0	False	284.0	False	270.0	False	451.0	False	429.0
CP003496.1_prot_D7S_00513_465	ribosomal protein L11 methyltransferase	False	1153.0	False	1125.0	False	1165.0	False	1215.0	False	1000.0	False	1071.0	False	1087.0
CP003496.1_prot_D7S_00515_467	peptidase U32	False	446.0	False	1912.0	False	1943.0	False	1949.0	False	1940.0	False	1933.0	False	1920.0
CP003496.1_prot_D7S_00518_470	transcriptional regulator-like protein	False	231.0	False	652.0	False	483.0	False	489.0	False	582.0	False	623.0	False	457.0
CP003496.1_prot_D7S_00519_471	ATPase involved in DNA repair	False	1933.0	False	333.0	False	400.0	False	419.0	False	447.0	False	373.0	False	395.0
CP003496.1_prot_D7S_00520_472	methyl-accepting chemotaxis protein	False	1377.0	False	892.0	False	901.0	False	913.0	False	736.0	False	877.0	False	1078.0
CP003496.1_prot_D7S_00521_473	ATPase involved in DNA repair, putative transmembrane protein	False	352.0	False	7.0	False	11.0	False	14.0	False	10.0	False	11.0	False	17.0
CP003496.1_prot_D7S_00522_474	Filamentation induced by cAMP protein Fic	False	476.0	False	1922.0	False	1841.0	False	1845.0	False	1754.0	False	1659.0	False	1653.0
CP003496.1_prot_D7S_00524_475	hypothetical protein	False	1072.0	False	1207.0	False	1148.0	False	1172.0	False	1161.0	False	1191.0	False	1124.0
CP003496.1_prot_D7S_00525_476	cell division protein FtsZ	False	1231.0	False	1152.0	False	1159.0	False	1109.0	False	1063.0	False	1276.0	False	1164.0
CP003496.1_prot_D7S_00526_477	S-adenosylmethionine:tRNA ribosyltransferase-isomerase	False	1067.0	False	1087.0	False	1051.0	False	1117.0	False	1061.0	False	1275.0	False	1338.0
CP003496.1_prot_D7S_00527_478	aminotransferase, class I and II	True	1433.0	False	952.0	False	727.0	False	677.0	True	795.0	True	577.0	True	666.0
CP003496.1_prot_D7S_00529_480	queuine tRNA-ribosyltransferase	False	410.0	False	1886.0	False	1774.0	False	1813.0	False	1965.0	False	1858.0	False	1888.0
CP003496.1_prot_D7S_00530_481	preprotein translocase subunit YajC	False	1879.0	True	143.0	True	79.0	True	81.0	False	76.0	True	86.0	False	73.0
CP003496.1_prot_D7S_00531_482	protein-export membrane protein SecD	False	1297.0	False	967.0	False	959.0	False	951.0	False	1220.0	False	1158.0	False	1154.0
CP003496.1_prot_D7S_00532_483	protein-export membrane protein SecF	False	1493.0	False	711.0	False	897.0	False	847.0	False	917.0	False	853.0	False	990.0
CP003496.1_prot_D7S_00536_487	monosaccharide-transporting ATPase	False	1557.0	False	739.0	False	752.0	False	895.0	False	903.0	False	941.0	False	828.0
CP003496.1_prot_D7S_00537_488	sugar ABC transporter, ATP-binding protein	False	1144.0	False	1067.0	False	1290.0	False	1326.0	False	1214.0	False	1257.0	False	1273.0
CP003496.1_prot_D7S_00538_489	ABC transporter, periplasmic sugar-binding protein	False	229.0	False	785.0	False	849.0	False	900.0	False	694.0	True	887.0	True	856.0
CP003496.1_prot_D7S_00539_490	ABC transporter, periplasmic sugar-binding protein	True	308.0	True	178.0	True	211.0	True	215.0	False	203.0	True	299.0	True	126.0
CP003496.1_prot_D7S_00540_491	oxidoreductase domain-containing protein	False	779.0	False	1914.0	False	1770.0	False	1816.0	False	1758.0	True	1421.0	False	1766.0
CP003496.1_prot_D7S_00541_492	methylmalonate-semialdehyde dehydrogenase	False	1139.0	False	1443.0	False	1272.0	False	1490.0	False	1303.0	False	1243.0	False	1058.0
CP003496.1_prot_D7S_00543_494	CRISPR-associated Csy1 family protein	True	434.0	False	1427.0	False	1434.0	False	1548.0	False	1392.0	False	1530.0	False	1755.0
CP003496.1_prot_D7S_00544_495	CRISPR-associated Csy2 family protein	True	672.0	False	1402.0	False	1354.0	False	1512.0	False	1637.0	True	1430.0	True	1489.0
CP003496.1_prot_D7S_00545_496	CRISPR-associated protein	True	1693.0	False	326.0	False	331.0	True	213.0	False	374.0	True	267.0	True	287.0
CP003496.1_prot_D7S_00546_497	Csy4 family CRISPR-associated protein	False	1702.0	False	380.0	False	368.0	False	403.0	False	346.0	False	252.0	False	297.0
CP003496.1_prot_D7S_00548_499	CRISPR-associated Cas1 family protein	False	931.0	False	1245.0	False	1369.0	False	1387.0	False	1564.0	False	1358.0	False	1611.0
CP003496.1_prot_D7S_00549_500	queuosine biosynthesis protein QueD	False	1878.0	False	426.0	False	476.0	False	491.0	False	499.0	False	480.0	False	571.0
CP003496.1_prot_D7S_00550_501	NrdG protein	False	1574.0	False	653.0	False	413.0	False	407.0	False	437.0	False	702.0	False	328.0
CP003496.1_prot_D7S_00551_502	NIF3-like protein	False	1268.0	False	1072.0	False	992.0	False	878.0	False	1027.0	False	1040.0	False	1172.0
CP003496.1_prot_D7S_00552_503	short-chain dehydrogenase/reductase SDR	True	878.0	False	1407.0	True	1247.0	False	1353.0	False	1491.0	False	1489.0	True	1362.0
CP003496.1_prot_D7S_00553_504	exoribonuclease II	False	53.0	False	634.0	False	527.0	False	351.0	True	105.0	False	95.0	False	11.0
CP003496.1_prot_D7S_00554_505	DNA protection during starvation protein	False	1851.0	True	203.0	True	160.0	True	143.0	False	204.0	False	320.0	True	471.0
CP003496.1_prot_D7S_00557_506	multidrug resistance protein A	False	1410.5	False	1014.0	False	1087.0	False	1078.0	False	1162.0	False	1165.0	False	1254.0
CP003496.1_prot_D7S_00558_507	multidrug resistance protein B	False	1266.0	False	1005.0	False	1177.0	False	1175.0	False	1179.0	False	1344.0	False	953.0
CP003496.1_prot_D7S_00559_508	HTH-type transcriptional regulator HipB	False	92.0	False	64.0	False	33.0	False	39.0	False	28.0	False	15.0	False	23.0
CP003496.1_prot_D7S_00560_509	hypothetical protein	False	1403.0	False	745.0	False	723.0	False	670.0	False	600.0	False	538.0	False	746.0
CP003496.1_prot_D7S_00562_510	protein HipA	False	1880.0	False	257.0	False	352.0	False	345.0	False	241.0	False	294.0	False	325.0
CP003496.1_prot_D7S_00563_511	hypothetical protein	False	1373.0	False	1113.0	False	1003.0	False	1017.0	False	980.0	False	1208.0	False	1216.0
CP003496.1_prot_D7S_00565_513	valyl-tRNA synthetase	False	66.0	False	423.0	False	380.0	False	342.0	False	317.0	False	153.0	False	258.0
CP003496.1_prot_D7S_00566_514	DNA polymerase III subunit chi	False	1725.0	False	332.0	False	343.0	False	303.0	False	284.0	False	275.0	False	270.0
CP003496.1_prot_D7S_00567_515	fumarate hydratase, class II	True	1076.0	False	1503.0	False	1311.0	False	1401.0	True	1415.0	False	1189.0	False	1749.0
CP003496.1_prot_D7S_00568_516	dihydroorotate dehydrogenase 2	True	1496.0	False	736.0	False	627.0	False	561.0	False	631.0	False	705.0	False	703.0
CP003496.1_prot_D7S_00570_518	ribosomal protein S6 modification protein	False	1175.0	False	1351.0	False	1351.0	False	1335.0	False	1395.0	False	1406.0	False	1462.0
CP003496.1_prot_D7S_00571_519	nitroreductase A	False	481.0	False	1923.0	False	1973.0	False	1917.0	False	1930.0	False	1896.0	False	1882.0
CP003496.1_prot_D7S_00572_520	glutaredoxin, GrxA family	False	1847.0	False	417.0	False	438.0	False	475.0	False	430.0	False	661.0	False	424.0
CP003496.1_prot_D7S_00573_521	LacZ protein	False	1391.0	False	719.0	False	786.0	False	744.0	False	699.0	False	657.0	False	764.0
CP003496.1_prot_D7S_00574_522	tyrosine-specific transport protein 1	False	1093.0	False	1508.0	False	1395.0	False	1547.0	False	1387.0	False	1318.0	False	1363.0
CP003496.1_prot_D7S_00575_523	hypothetical protein	False	947.0	False	1288.0	False	1268.0	False	1417.0	False	1425.0	False	1225.0	False	1277.0
CP003496.1_prot_D7S_00576_524	hypothetical protein	False	1791.0	False	308.0	False	393.0	False	398.0	False	487.0	False	553.0	False	559.0
CP003496.1_prot_D7S_00579_526	FHA domain protein	False	710.0	False	1697.0	False	1666.0	False	1634.0	False	1751.0	False	1302.0	False	1795.0
CP003496.1_prot_D7S_00580_527	L-ribulose-5-phosphate 4-epimerase	False	683.0	False	1695.0	False	1736.0	False	1781.0	False	1640.0	False	1494.0	False	1528.0
CP003496.1_prot_D7S_00581_528	hexulose-6-phosphate isomerase, putative	False	1188.0	True	999.0	False	1056.0	False	958.0	False	1051.0	False	1052.0	False	1205.0
CP003496.1_prot_D7S_00582_529	HTH-type transcriptional regulator UlaR	False	1033.0	True	840.0	False	924.0	False	899.0	True	989.0	True	1110.0	True	1180.0
CP003496.1_prot_D7S_00583_530	putative L-ascorbate 6-phosphate lactonase	False	1037.0	True	989.0	False	1124.0	False	1186.0	False	1407.0	False	1504.0	False	1334.0
CP003496.1_prot_D7S_00584_531	ascorbate-specific PTS system enzyme IIC	False	1811.0	False	212.0	False	132.0	False	92.0	False	174.0	False	197.0	False	216.0
CP003496.1_prot_D7S_00585_532	ascorbate-specific phosphotransferase enzyme iia component	False	1465.0	False	491.0	False	641.0	False	653.0	False	751.0	False	599.0	False	714.0
CP003496.1_prot_D7S_00586_533	orotidine 5'-phosphate decarboxylase / humps family, putative	False	759.0	False	1569.0	True	1685.0	False	1515.0	True	1584.0	False	1464.0	False	1760.0
CP003496.1_prot_D7S_00587_534	hypothetical protein	True	1009.0	False	1223.0	False	1246.0	False	1288.0	False	1276.0	False	1295.0	True	1439.0
CP003496.1_prot_D7S_00588_535	VgrG protein	False	1260.0	False	1018.0	False	1018.0	False	1098.0	False	1097.0	False	960.0	False	967.0
CP003496.1_prot_D7S_00589_536	Rhs element Vgr protein	False	876.0	False	1448.0	False	1472.0	False	1386.0	False	1212.0	False	1281.0	False	1327.0
CP003496.1_prot_D7S_00590_537	glycoside hydrolase, family 19, putative	False	1867.0	False	272.0	False	276.0	False	332.0	True	436.0	True	346.0	False	241.0
CP003496.1_prot_D7S_00591_538	VgrG protein	False	191.0	False	964.0	False	966.0	False	864.0	False	827.0	False	745.0	False	846.0
CP003496.1_prot_D7S_00593_540	transcriptional regulator	False	1539.0	False	605.0	False	493.0	False	371.0	False	566.0	False	642.0	False	605.0
CP003496.1_prot_D7S_00594_541	myo-inositol catabolism protein	False	1547.0	False	503.0	False	347.0	False	349.0	False	275.0	False	457.0	False	434.0
CP003496.1_prot_D7S_00595_542	hypothetical protein	False	1205.0	False	971.0	False	1019.0	False	985.0	False	1075.0	False	1080.0	False	1062.0
CP003496.1_prot_D7S_00596_543	putative malonic semialdehyde oxidative decarboxylase	False	1130.0	False	1302.0	False	1347.0	False	1441.0	False	1405.0	False	1353.0	False	1298.0
CP003496.1_prot_D7S_00597_544	myo-inosose-2 dehydratase	False	914.0	False	1631.0	False	1657.0	False	1703.0	False	1766.0	False	1468.0	False	1622.0
CP003496.1_prot_D7S_00598_545	inositol 2-dehydrogenase	False	788.0	False	1885.0	False	1859.0	False	1624.0	False	1857.0	False	1857.0	False	1409.0
CP003496.1_prot_D7S_00599_546	mannitol repressor protein	False	1447.0	False	852.0	False	755.0	False	719.0	False	717.0	False	713.0	False	839.0
CP003496.1_prot_D7S_00600_547	mannitol-1-phosphate 5-dehydrogenase	True	836.0	False	1389.0	False	1454.0	False	1419.0	False	1282.0	False	1403.0	False	1592.0
CP003496.1_prot_D7S_00601_548	PTS system, mannitol-specific IIC subunit	False	1773.0	False	195.0	False	194.0	False	270.0	False	231.0	False	327.0	False	491.0
CP003496.1_prot_D7S_00602_549	hemolysin D	False	396.0	True	1908.0	True	1936.0	True	1919.0	False	1805.0	False	1852.0	False	1836.0
CP003496.1_prot_D7S_00603_550	hemolysin secretion protein HlyB	False	1913.0	False	211.0	False	348.0	False	361.0	False	468.0	False	463.0	False	693.0
CP003496.1_prot_D7S_00605_552	hemolysin-activating lysine-acyltransferase HlyC	False	1364.0	False	976.0	False	979.0	False	956.0	False	1178.0	False	1022.0	False	999.0
CP003496.1_prot_D7S_00606_553	serine hydroxymethyltransferase	False	1544.0	True	251.0	False	362.0	False	425.0	False	485.0	False	482.0	False	483.0
CP003496.1_prot_D7S_00607_554	serine hydroxymethyltransferase	False	596.0	False	1855.0	False	1785.0	False	1785.0	False	1746.0	False	1402.0	False	1810.0
CP003496.1_prot_D7S_00608_555	lipoprotein	True	1457.0	False	775.0	False	807.0	False	821.0	False	850.0	False	723.0	False	524.0
CP003496.1_prot_D7S_00611_558	ribosomal RNA small subunit methyltransferase C	False	954.0	False	1365.0	False	1170.0	False	1181.0	False	1575.0	False	1608.0	False	1071.0
CP003496.1_prot_D7S_00612_559	DNA polymerase III subunit psi	False	1538.0	False	462.0	False	465.0	False	441.0	False	511.0	False	459.0	False	336.0
CP003496.1_prot_D7S_00614_560	ribosomal-protein-alanine N-acetyltransferase	False	1605.0	False	792.0	False	572.0	False	538.0	False	618.0	False	687.0	False	570.0
CP003496.1_prot_D7S_00616_562	Putative type II secretory pathway, pseudopilin	False	1641.0	False	478.0	False	486.0	False	520.0	False	417.0	False	594.0	False	598.0
CP003496.1_prot_D7S_00617_563	hypothetical protein	False	932.0	False	1278.0	False	1384.0	False	1308.0	False	1163.0	False	1329.0	False	1422.0
CP003496.1_prot_D7S_00618_564	hypothetical protein	False	658.0	False	1669.0	False	1797.0	False	1739.0	False	1875.0	False	1913.0	False	1706.0
CP003496.1_prot_D7S_00619_565	type II secretory pathway, pseudopilin	False	1321.0	False	931.0	False	842.0	False	777.0	False	902.0	False	769.0	False	710.0
CP003496.1_prot_D7S_00623_566	peptidoglycan-associated lipoprotein	True	230.0	True	798.0	True	834.0	True	926.0	True	756.0	True	762.0	True	978.0
CP003496.1_prot_D7S_00624_567	Tol-Pal system beta propeller repeat protein TolB	True	387.0	False	1831.0	False	1758.0	False	1840.0	False	1975.0	False	1803.0	True	1990.0
CP003496.1_prot_D7S_00625_568	cell envelope integrity inner membrane protein TolA	False	120.0	True	1590.0	False	1490.0	False	1241.0	False	1272.0	False	1332.0	False	1391.0
CP003496.1_prot_D7S_00626_569	biopolymer transport protein	False	1798.0	False	508.0	False	542.0	False	439.0	False	564.0	False	518.0	False	697.0
CP003496.1_prot_D7S_00627_570	protein TolQ	False	1180.0	False	1205.0	False	1123.0	False	1023.0	False	1197.0	False	1178.0	False	1096.0
CP003496.1_prot_D7S_00628_571	tol-pal system-associated acyl-CoA thioesterase	False	1853.0	False	356.0	False	317.0	False	280.0	False	362.0	False	356.0	False	426.0
CP003496.1_prot_D7S_00629_572	cytochrome D ubiquinol oxidase subunit II	False	1345.0	False	1093.0	False	951.0	False	869.0	False	913.0	False	923.0	False	949.0
CP003496.1_prot_D7S_00630_573	cytochrome D ubiquinol oxidase subunit 1	False	1795.0	False	497.0	False	478.0	False	541.0	False	419.0	False	428.0	False	637.0
CP003496.1_prot_D7S_00631_574	holliday junction DNA helicase B	True	331.0	False	121.0	False	99.0	False	108.0	False	101.0	False	84.0	False	63.0
CP003496.1_prot_D7S_00632_575	Holliday junction DNA helicase RuvB	False	361.0	False	79.0	False	31.0	False	16.0	False	26.0	False	102.0	False	189.0
CP003496.1_prot_D7S_00633_576	holliday junction DNA helicase RuvA	False	939.0	False	1128.0	False	1133.0	False	1188.0	False	1315.0	False	1279.0	False	1262.0
CP003496.1_prot_D7S_00634_577	Holliday junction resolvase	False	32.0	True	918.0	True	760.0	True	732.0	True	475.0	True	659.0	True	736.0
CP003496.1_prot_D7S_00635_578	excinuclease ABC subunit A	True	1874.0	True	28.0	True	25.0	True	32.0	True	48.0	True	38.0	True	102.0
CP003496.1_prot_D7S_00636_579	dATP pyrophosphohydrolase	False	97.0	False	1802.0	False	1632.0	False	1656.0	False	1541.0	False	1672.0	False	1640.0
CP003496.1_prot_D7S_00637_580	dATP pyrophosphohydrolase	False	1369.0	False	530.0	False	671.0	False	584.0	False	700.0	False	878.0	False	781.0
CP003496.1_prot_D7S_00638_581	aspartyl-tRNA synthetase	False	458.0	False	1942.0	False	1916.0	False	1927.0	False	1810.0	False	1890.0	False	1668.0
CP003496.1_prot_D7S_00640_583	ISPsy8, transposase OrfA	False	265.5	False	369.5	False	296.5	False	219.5	False	187.5	False	220.5	False	204.5
CP003496.1_prot_D7S_00642_584	integrase, catalytic region	False	155.0	False	1164.0	False	1099.0	False	1122.0	False	1157.0	False	1062.0	False	1106.0
CP003496.1_prot_D7S_00643_585	aspartyl-tRNA synthetase	False	70.0	False	181.0	False	106.0	False	101.0	False	18.0	False	7.0	False	8.0
CP003496.1_prot_D7S_00644_586	ribonuclease T	False	1722.0	False	482.0	False	517.0	False	492.0	False	377.0	False	326.0	False	519.0
CP003496.1_prot_D7S_00645_587	methyltransferase, putative	False	1044.0	False	1464.0	False	1386.0	False	1399.0	False	1090.0	False	998.0	False	1329.0
CP003496.1_prot_D7S_00647_589	glycerol-3-phosphate transporter	False	456.0	False	1842.0	False	1982.0	True	1964.0	False	1662.0	False	1998.0	False	1975.0
CP003496.1_prot_D7S_00649_590	outer membrane protein 64	True	900.0	True	1319.0	True	1233.0	True	999.0	True	1007.0	True	1335.0	True	1333.0
CP003496.1_prot_D7S_00650_591	lactoylglutathione lyase	False	1448.0	False	978.0	False	1000.0	False	1096.0	False	1015.0	False	897.0	False	1035.0
CP003496.1_prot_D7S_00651_592	ribonuclease T	False	24.0	True	796.0	True	590.0	True	478.0	True	733.0	True	399.0	True	515.0
CP003496.1_prot_D7S_00652_593	hypothetical protein	False	991.0	False	1285.0	False	1322.0	False	1343.0	False	1334.0	False	1315.0	False	1361.0
CP003496.1_prot_D7S_00653_594	Na+/H+ antiporter NhaC	False	591.0	False	1897.0	False	1880.0	False	1836.0	False	1788.0	False	1790.0	False	1702.0
CP003496.1_prot_D7S_00654_595	primosomal replication protein N	False	194.0	False	832.0	False	676.0	False	627.0	False	649.0	False	557.0	False	368.0
CP003496.1_prot_D7S_00655_596	lipoyl synthase	False	33.0	False	1040.0	False	945.0	False	938.0	False	636.0	False	1026.0	False	618.0
CP003496.1_prot_D7S_00658_599	hypothetical protein	False	530.0	False	1628.0	False	1848.0	False	1746.0	False	1716.0	False	1772.0	False	1859.0
CP003496.1_prot_D7S_00659_600	heptaprenyl diphosphate synthase component II	False	1366.0	False	1021.0	False	1122.0	False	1253.0	False	1166.0	False	1140.0	False	1408.0
CP003496.1_prot_D7S_00660_601	50S ribosomal protein L21	False	1435.0	False	515.0	False	499.0	False	476.0	False	515.0	False	545.0	False	555.0
CP003496.1_prot_D7S_00661_602	50S ribosomal protein L27	False	258.0	False	416.0	False	415.0	False	466.0	False	386.0	False	552.0	False	388.0
CP003496.1_prot_D7S_00662_603	GTPase ObgE	False	1729.0	False	625.0	False	653.0	False	741.0	False	726.0	False	579.0	False	778.0
CP003496.1_prot_D7S_00663_604	50S ribosomal protein L27	False	1628.0	False	699.0	False	696.0	False	838.0	False	793.0	False	644.0	False	998.0
CP003496.1_prot_D7S_00664_605	GTPase ObgE	False	132.0	False	1557.0	False	1265.0	False	1328.0	False	1175.0	False	1381.0	False	1145.0
CP003496.1_prot_D7S_00666_606	SsrA-binding protein	False	859.0	False	1439.0	False	1447.0	False	1449.0	False	1502.0	False	1258.0	False	1442.0
CP003496.1_prot_D7S_00668_608	oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	True	1114.0	True	614.0	True	453.0	True	486.0	True	581.0	True	662.0	True	1042.0
CP003496.1_prot_D7S_00671_609	oligopeptide transport system permease protein OppB	False	1451.0	False	1049.0	False	936.0	False	961.0	False	844.0	False	1182.0	False	876.0
CP003496.1_prot_D7S_00672_610	oligopeptide transport system permease protein OppC	False	1708.0	True	399.0	True	472.0	True	509.0	False	587.0	False	396.0	False	507.0
CP003496.1_prot_D7S_00673_611	oligopeptide transport ATP-binding protein OppD	False	1278.0	False	1015.0	False	1380.0	False	1105.0	False	1011.0	False	1283.0	False	1015.0
CP003496.1_prot_D7S_00674_612	oligopeptide transport ATP-binding protein OppF	False	989.0	False	1404.0	False	1592.0	False	1371.0	False	1225.0	False	1585.0	False	1214.0
CP003496.1_prot_D7S_00675_613	TorCAD operon transcriptional regulatory protein TorR	False	26.0	True	917.0	True	1085.0	True	811.0	False	755.0	True	438.0	True	219.0
CP003496.1_prot_D7S_00677_615	50S ribosomal protein L31 type B	False	1751.0	False	286.0	False	264.0	False	298.0	False	286.0	False	336.0	False	465.0
CP003496.1_prot_D7S_00678_616	decarboxylase	False	1185.0	False	893.0	False	856.0	False	969.0	False	874.0	False	974.0	False	905.0
CP003496.1_prot_D7S_00679_617	thiol:disulfide interchange protein DsbD	True	1860.0	False	463.0	False	301.0	False	104.0	True	324.0	False	49.0	True	573.0
CP003496.1_prot_D7S_00680_618	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	False	1732.0	False	422.0	False	501.0	False	547.0	False	512.0	False	616.0	False	558.0
CP003496.1_prot_D7S_00683_620	hypothetical protein	False	1745.0	False	344.0	False	313.0	False	306.0	False	295.0	False	111.0	False	221.0
CP003496.1_prot_D7S_00684_621	ribosomal large subunit pseudouridine synthase C	False	1183.0	False	934.0	False	1020.0	False	923.0	False	1001.0	False	1044.0	False	1143.0
CP003496.1_prot_D7S_00685_622	thioredoxin	True	1889.0	False	384.0	False	316.0	False	187.0	True	148.0	True	596.0	True	404.0
CP003496.1_prot_D7S_00686_623	cysteinyl-tRNA synthetase	False	1211.0	False	1388.0	False	1417.0	False	1319.0	False	1448.0	False	1199.0	False	1099.0
CP003496.1_prot_D7S_00687_624	cystathionine beta-lyase	False	569.0	False	1961.0	False	1840.0	False	1887.0	False	1761.0	False	1906.0	False	1939.0
CP003496.1_prot_D7S_00690_625	conserved putative exported protein	False	1338.0	False	914.0	False	935.0	False	921.0	False	1083.0	False	988.0	False	927.0
CP003496.1_prot_D7S_00692_627	integrase catalytic region	False	1343.0	False	592.0	False	607.0	False	603.0	False	683.0	False	614.0	False	644.0
CP003496.1_prot_D7S_00694_628	hypothetical protein	False	447.0	False	1890.0	False	1786.0	False	1832.0	False	1927.0	False	1967.0	False	1981.0
CP003496.1_prot_D7S_00696_630	FHA domain protein	False	428.5	False	1857.0	False	1902.0	True	1851.0	False	1933.0	False	1955.0	False	1535.0
CP003496.1_prot_D7S_00698_632	integrase catalytic region	False	1314.5	False	639.5	False	649.5	False	601.5	False	703.5	False	678.5	False	627.5
CP003496.1_prot_D7S_00700_634	hypothetical protein	False	1054.0	False	1114.0	False	1194.0	False	1180.0	False	1265.0	False	1269.0	False	1208.0
CP003496.1_prot_D7S_00701_635	inositol-1-monophosphatase	False	994.0	False	1770.0	False	1606.0	False	1552.0	False	1399.0	False	1554.0	False	1490.0
CP003496.1_prot_D7S_00702_636	RNA methyltransferase, TrmH family, group 1	False	568.0	False	1571.0	False	1599.0	False	1709.0	False	1452.0	False	1462.0	False	1581.0
CP003496.1_prot_D7S_00703_637	iron-sulfur cluster assembly transcription factor IscR	False	1873.0	False	313.0	False	247.0	False	275.0	False	163.0	False	348.0	False	262.0
CP003496.1_prot_D7S_00704_638	cysteine desulfurase IscS	False	818.0	False	1755.0	False	1644.0	False	1600.0	False	1569.0	False	1491.0	False	1476.0
CP003496.1_prot_D7S_00705_639	FeS cluster assembly scaffold IscU	False	1134.0	False	1167.0	False	1186.0	False	1211.0	False	1264.0	False	1136.0	False	1308.0
CP003496.1_prot_D7S_00706_640	iron-sulfur cluster assembly protein IscA	False	1961.0	False	208.0	False	195.0	False	182.0	False	230.0	False	259.0	False	191.0
CP003496.1_prot_D7S_00707_641	Fe-S protein assembly co-chaperone HscB	False	1775.0	True	306.0	True	278.0	True	263.0	True	271.0	False	302.0	False	301.0
CP003496.1_prot_D7S_00708_642	Fe-S protein assembly chaperone HscA	False	1459.0	False	913.0	False	754.0	False	914.0	False	858.0	False	707.0	False	677.0
CP003496.1_prot_D7S_00709_643	2Fe-2S type ferredoxin	False	1101.0	True	575.0	True	682.0	True	774.0	False	837.0	False	936.0	True	1268.0
CP003496.1_prot_D7S_00710_644	FeS assembly protein IscX	False	277.0	False	525.0	False	451.0	False	322.0	False	415.0	False	307.0	False	479.0
CP003496.1_prot_D7S_00711_645	methionyl-tRNA synthetase	False	14.0	False	1306.0	False	1399.0	False	992.0	False	602.0	False	620.0	False	87.0
CP003496.1_prot_D7S_00712_646	Mrp ATPase family protein	False	1587.0	True	544.0	True	537.0	True	500.0	True	392.0	True	521.0	True	439.0
CP003496.1_prot_D7S_00715_648	hypothetical protein	False	1525.0	True	476.0	True	370.0	True	357.0	True	252.0	True	190.0	True	929.0
CP003496.1_prot_D7S_00718_649	Sel1 domain protein repeat-containing protein	False	706.0	False	1720.0	False	1815.0	True	1812.0	False	1843.0	False	1685.0	False	1559.0
CP003496.1_prot_D7S_00719_650	Sel1 domain protein repeat-containing protein	False	217.0	False	794.0	False	799.0	False	819.0	False	829.0	False	725.0	False	797.0
CP003496.1_prot_D7S_00720_651	hypothetical protein	True	1812.0	False	327.0	False	404.0	False	464.0	False	465.0	True	461.0	False	333.0
