	Description	Ori_CR (Pr)	Rec_CR (Pr)	Ori_RBP (Pr)	Rec_RBP (Pr)	Orignial_rank	Rec_rank	SignalP_nonfused	SignalP_fused	MS_nonfused	MS_fused	Secretion_nonfused	Secretion_fused
CP003496.1_prot_D7S_00593_540	transcriptional regulator	0.7009158845346166	0.7038774732524277	0.0	0.8137067218945806	786.0	264.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00594_541	myo-inositol catabolism protein	0.7042865804925774	0.7062641301378134	0.0	0.8318730810892451	778.0	246.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00595_542	hypothetical protein	0.49009667340153495	0.4944860180110996	0.0	0.5599493607762138	1159.0	916.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00596_543	putative malonic semialdehyde oxidative decarboxylase	0.44545436032597124	0.44615761210894417	0.0	0.09499236239572059	1234.0	1683.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00597_544	myo-inosose-2 dehydratase	0.3292366993272296	0.3284087919551912	0.0	0.07106725266756893	1450.0	1841.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00598_545	inositol 2-dehydrogenase	0.25262139486829654	0.2561460940764068	0.0	0.2974783688659054	1576.0	1673.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00599_546	mannitol repressor protein	0.6433848146057154	0.6441952026192901	0.0	0.5276381233670265	888.0	689.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00600_547	mannitol-1-phosphate 5-dehydrogenase	0.28253956909391165	0.2834966738598045	0.0	0.5224151375456373	1528.0	1341.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00601_548	PTS system, mannitol-specific IIC subunit	0.8503583260752261	0.8513566985265582	0.0	0.6707083052478506	517.0	259.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00602_549	hemolysin D	0.018940816332522283	0.018577675104594012	0.0	0.4084780383943094	1968.0	1817.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00603_550	hemolysin secretion protein HlyB	0.9394365779603693	0.9392352296492932	0.0	0.26633487731817285	359.0	630.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00605_552	hemolysin-activating lysine-acyltransferase HlyC	0.5997685578016139	0.5968585932910679	0.0	0.340371471585643	985.0	1107.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00606_553	serine hydroxymethyltransferase	0.7022110333242836	0.7000692523850804	0.0	0.7617845151903704	781.0	309.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00607_554	serine hydroxymethyltransferase	0.1365789912507343	0.1330296742907313	0.0	0.3479222577436412	1768.0	1762.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00608_555	lipoprotein	0.651339093580314	0.6566439033164574	0.0	0.35379223439838337	877.0	993.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00611_558	ribosomal RNA small subunit methyltransferase C	0.3460127106081585	0.34975657104709273	0.0	0.6527199067038749	1410.0	1008.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00612_559	DNA polymerase III subunit psi	0.7007492571857854	0.6987101344352715	0.0	0.7539775073103063	787.0	323.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00614_560	ribosomal-protein-alanine N-acetyltransferase	0.7359081367343063	0.7329769939294593	0.0	0.5314098362621847	715.0	541.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00616_562	Putative type II secretory pathway, pseudopilin	0.7572076336523301	0.7581280921104445	0.0	0.48766781599345393	672.0	572.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00617_563	hypothetical protein	0.33573708546134	0.3339772002381077	0.0	0.523994824163708	1432.0	1242.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00618_564	hypothetical protein	0.16855500932445483	0.16419653110101795	0.0	0.34870863045088896	1706.0	1722.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00619_565	type II secretory pathway, pseudopilin	0.5652650883677379	0.5614243575946622	0.0	0.6538098721616935	1032.0	612.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00623_566	peptidoglycan-associated lipoprotein	0.6101517827834005	0.6102339213463843	0.5	0.3248424569098911	216.0	1113.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00624_567	Tol-Pal system beta propeller repeat protein TolB	0.015173241906750665	0.015007189705406779	0.0	0.5831148799754884	1977.0	1623.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00625_568	cell envelope integrity inner membrane protein TolA	0.13516186917935785	0.13566544374562134	0.5	0.9235507933027928	905.0	907.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00626_569	biopolymer transport protein	0.8666060903488345	0.8655437825570673	0.0	0.33799934008044236	490.0	633.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00627_570	protein TolQ	0.4778844413868043	0.47570144667625947	0.0	0.5538626005366654	1184.0	956.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00628_571	tol-pal system-associated acyl-CoA thioesterase	0.899469636279433	0.9000392596195875	0.0	0.5074083691695461	430.0	371.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00629_572	cytochrome D ubiquinol oxidase subunit II	0.5857586031342809	0.5859451081912515	0.0	0.48767748918906656	1007.0	884.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00630_573	cytochrome D ubiquinol oxidase subunit 1	0.8652450035385927	0.8644862853232429	0.0	0.2074647408818724	493.0	887.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00631_574	holliday junction DNA helicase B	0.9113148963541406	0.9106950335652022	0.5	0.8154932736811106	91.0	95.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00632_575	Holliday junction DNA helicase RuvB	0.991286249292323	0.9911079681943972	0.5	0.9326331886727943	54.0	10.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00633_576	holliday junction DNA helicase RuvA	0.33961087029447573	0.3345545603422192	0.0	0.6898171998326577	1425.0	963.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00634_577	Holliday junction resolvase	0.32041942408854973	0.32328840939561015	1.0	0.9704495435750777	126.0	498.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00635_578	excinuclease ABC subunit A	0.9171449090963991	0.9164715835786943	0.0	0.9407222977731173	406.0	29.0	True	True	False	True	True	True
CP003496.1_prot_D7S_00636_579	dATP pyrophosphohydrolase	0.03672993361299496	0.03633398820054318	0.5	0.7823158472667577	1087.0	1321.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00637_580	dATP pyrophosphohydrolase	0.6013977465594613	0.6021354291859318	0.0	0.7975010524216298	980.0	378.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00638_581	aspartyl-tRNA synthetase	0.04827512046144439	0.04848341737765675	0.0	0.2831974323458206	1906.0	1896.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00640_583	ISPsy8, transposase OrfA	0.7065936760700252	0.7029589195206453	0.5	0.9284336122645428	173.5	167.5	False	False	False	False	False	False
CP003496.1_prot_D7S_00642_584	integrase, catalytic region	0.3043604063246264	0.30565714218218826	0.5	0.8197598296374006	598.0	778.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00643_585	aspartyl-tRNA synthetase	0.8283909188774323	0.8283973306960535	1.0	0.9226947524223521	25.0	73.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00644_586	ribonuclease T	0.8164909619632459	0.8186954335377756	0.0	0.3769596089020875	574.0	650.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00645_587	methyltransferase, putative	0.38509569883586264	0.38661948409950436	0.0	0.23517860611498725	1320.0	1592.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00647_589	glycerol-3-phosphate transporter	0.04749137482138235	0.04845980121539316	0.0	0.16763311143744006	1908.0	1962.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00649_590	outer membrane protein 64	0.32102222817649634	0.31684595029455304	0.0	0.8847332462484632	1464.0	635.0	True	True	True	False	True	True
CP003496.1_prot_D7S_00650_591	lactoylglutathione lyase	0.6443991163112869	0.6490919447775513	0.0	0.07580901674967282	886.0	1448.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00651_592	ribonuclease T	0.24390645370486813	0.23997453558314968	1.0	0.9982767758911477	155.0	582.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00652_593	hypothetical protein	0.3610103426765097	0.36601144550189957	0.0	0.3571795887162147	1373.0	1452.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00653_594	Na+/H+ antiporter NhaC	0.1343317297246244	0.13467574383539135	0.0	0.2685262025793327	1773.0	1839.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00654_595	primosomal replication protein N	0.4868494677877315	0.48573838280630643	0.5	0.9092592891651222	285.0	389.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00655_596	lipoyl synthase	0.39864335898109576	0.40014824408835215	1.0	0.8057695559765876	98.0	629.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00658_599	hypothetical protein	0.09530999296878179	0.09623475071033062	0.0	0.5256408436831966	1834.0	1591.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00659_600	heptaprenyl diphosphate synthase component II	0.5999913324132355	0.594792317192788	0.0	0.039949729235938765	983.0	1576.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00660_601	50S ribosomal protein L21	0.6359743766426285	0.635990227328898	0.0	0.8196630724162212	903.0	318.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00661_602	50S ribosomal protein L27	0.7033874749608182	0.7075248868690152	0.5	0.689293113360713	181.0	383.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00662_603	GTPase ObgE	0.821664959416698	0.8216293532394453	0.0	0.08349500993910339	566.0	1159.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00663_604	50S ribosomal protein L27	0.7494934243933187	0.7504614020200654	0.0	0.10238852969695493	688.0	1252.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00664_605	GTPase ObgE	0.19688234377503483	0.19979723127930818	0.5	0.7937390434722339	791.0	1022.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00666_606	SsrA-binding protein	0.2969349977665342	0.2976199383494777	0.0	0.44380916976663676	1505.0	1434.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00668_608	oligopeptide ABC transporter, periplasmic oligopeptide-binding protein	0.4384353800788686	0.4384214273850262	0.0	0.9736176171278036	1250.0	361.0	True	True	False	True	True	True
CP003496.1_prot_D7S_00671_609	oligopeptide transport system permease protein OppB	0.6468187005678563	0.6487255195345305	0.0	0.19654405994587695	883.0	1269.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00672_610	oligopeptide transport system permease protein OppC	0.8076649689143562	0.8065887464074678	0.0	0.3909339559370468	591.0	645.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00673_611	oligopeptide transport ATP-binding protein OppD	0.541793654126918	0.5388252359244916	0.0	0.27535880810166774	1082.0	1324.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00674_612	oligopeptide transport ATP-binding protein OppF	0.36072932557455006	0.35842491766499607	0.0	0.3492234021223412	1375.0	1471.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00675_613	TorCAD operon transcriptional regulatory protein TorR	0.2475396607569661	0.2442232363351591	1.0	0.981177314565831	153.0	596.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00677_615	50S ribosomal protein L31 type B	0.8362251358630606	0.8386349043961151	0.0	0.6468504766389169	541.0	291.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00678_616	decarboxylase	0.4809964122355733	0.4851768745116256	0.0	0.600145017083197	1179.0	866.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00679_617	thiol:disulfide interchange protein DsbD	0.9023503965109174	0.9000186471408425	0.0	0.8348868305110884	422.0	86.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00680_618	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	0.8270648421659398	0.829968662721584	0.0	0.294892933754659	563.0	782.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00683_620	hypothetical protein	0.8346175903455597	0.8369539859739864	0.0	0.6424101839639438	548.0	298.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00684_621	ribosomal large subunit pseudouridine synthase C	0.48072160585281726	0.47672123482146184	0.0	0.6778285756636206	1181.0	726.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00685_622	thioredoxin	0.9274130954312871	0.9265337452350924	0.0	0.632789814380806	388.0	226.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00686_623	cysteinyl-tRNA synthetase	0.49441158224157045	0.49101672719463496	0.0	0.11936252966524631	1153.0	1607.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00687_624	cystathionine beta-lyase	0.12216007287195119	0.12294641724327283	0.0	0.19446540696801815	1795.0	1913.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00690_625	conserved putative exported protein	0.5799552844572199	0.5787563287320698	0.0	0.43809875729113407	1014.0	978.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00692_627	integrase catalytic region	0.584747352031518	0.5837720127873203	0.0	0.8146466735582586	1009.0	381.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00694_628	hypothetical protein	0.0443430648757283	0.04440598276457012	0.0	0.5014700001030312	1917.0	1679.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00696_630	FHA domain protein	0.03730873120830074	0.03713880785223042	0.0	0.49582698344136544	1935.5	1696.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00698_632	integrase catalytic region	0.5630545951343682	0.5615840607529804	0.0	0.8415247220733028	1039.5	374.5	False	False	False	False	False	False
CP003496.1_prot_D7S_00700_634	hypothetical protein	0.3999939998792215	0.40509541501276736	0.0	0.5115427022983174	1310.0	1139.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00701_635	inositol-1-monophosphatase	0.36223709398752135	0.36167870446999667	0.0	0.13682100132103792	1370.0	1747.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00702_636	RNA methyltransferase, TrmH family, group 1	0.121969539801277	0.12092752202116491	0.0	0.5307936046986234	1796.0	1552.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00703_637	iron-sulfur cluster assembly transcription factor IscR	0.9159569931665369	0.9156442323826546	0.0	0.4934216600370329	407.0	365.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00704_638	cysteine desulfurase IscS	0.27000050115946206	0.2698505967460273	0.0	0.30016098094969407	1546.0	1654.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00705_639	FeS cluster assembly scaffold IscU	0.44835126141053633	0.4534861402733942	0.0	0.3247955241131359	1230.0	1391.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00706_640	iron-sulfur cluster assembly protein IscA	0.974438239598323	0.9739837681752348	0.0	0.5224523551374606	306.0	280.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00707_641	Fe-S protein assembly co-chaperone HscB	0.8513465606793942	0.8502511392800814	0.0	0.6824181856600237	515.0	251.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00708_642	Fe-S protein assembly chaperone HscA	0.6517442950996153	0.6523479543448427	0.0	0.2484419291563759	875.0	1168.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00709_643	2Fe-2S type ferredoxin	0.43083223401761384	0.43900405430795203	0.0	0.8728684104301618	1263.0	470.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00710_644	FeS assembly protein IscX	0.7406644780975228	0.7364880000320617	0.5	0.798107653424244	157.0	250.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00711_645	methionyl-tRNA synthetase	0.15116047104211564	0.1537613072386966	1.0	0.9790760203997052	203.0	765.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00712_646	Mrp ATPase family protein	0.7253252104399304	0.7241125482240345	0.0	0.6107514148775983	736.0	456.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00715_648	hypothetical protein	0.6885774451042702	0.6889429547408172	0.0	0.8493121223920327	805.0	245.0	False	True	False	True	False	True
CP003496.1_prot_D7S_00718_649	Sel1 domain protein repeat-containing protein	0.19984088881207454	0.19785317918014628	0.0	0.1489108040474826	1658.0	1883.0	False	True	False	False	False	True
CP003496.1_prot_D7S_00719_650	Sel1 domain protein repeat-containing protein	0.5792104012296686	0.5788511275184014	0.5	0.5639866079019671	232.0	742.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00720_651	hypothetical protein	0.8722978704333575	0.874718321572264	0.0	0.264357933306509	475.0	754.0	True	False	False	False	True	False
CP003496.1_prot_D7S_00721_652	tRNA-specific adenosine deaminase	0.7311345797817929	0.7323413807006713	0.0	0.6362500302769427	724.0	414.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00722_653	thymidylate synthase	0.44199632532840516	0.4457036488696429	0.0	0.42756363239180395	1245.0	1212.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00723_654	prolipoprotein diacylglyceryl transferase	0.14067679921825474	0.14232151906148402	0.0	0.3999525700983681	1756.0	1682.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00724_655	thymidylate synthase	0.22584332755220327	0.22847856298119837	0.0	0.06923372562797368	1627.0	1927.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00725_656	dinucleoside polyphosphate hydrolase	0.29778858543232534	0.2965223571336698	0.0	0.9414126724829767	1502.0	583.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00726_657	D-ribose pyranase	0.792764857290382	0.7927206119730095	0.0	0.35688877278641784	618.0	731.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00727_658	D-ribose transporter ATP binding protein	0.2915086920571311	0.2888227027546601	0.0	0.4596054060697856	1517.0	1429.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00728_659	ribose ABC transporter permease protein	0.5341963304188271	0.5306091488139368	0.0	0.03830801949689858	1090.0	1657.0	False	False	False	True	False	True
CP003496.1_prot_D7S_00729_660	D-ribose transporter subunit RbsB	0.4342332439033069	0.43466421106584824	0.5	0.9270938453210553	371.0	422.0	True	True	True	True	True	True
CP003496.1_prot_D7S_00730_661	ribokinase	0.5680919066151553	0.5659075015527225	0.0	0.10353950912009917	1028.0	1522.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00731_662	cold-shock DNA-binding domain protein	0.4053845305874654	0.40827758649222945	0.5	0.7911904124836949	416.0	639.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00736_663	glycosylltransferase	0.026195742780478645	0.02650236435836287	0.0	0.36857284130145246	1956.0	1847.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00737_664	argininosuccinate lyase	0.18813910309115425	0.18579223534450376	0.0	0.28826831044808837	1671.0	1769.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00738_665	glutamate dehydrogenase	0.05647379613859285	0.05628766274461219	0.0	0.3472447032041049	1896.0	1838.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00739_666	catalase	0.3411700781045308	0.34050194330574396	0.5	0.8508739144121854	530.0	658.0	False	True	True	True	True	True
CP003496.1_prot_D7S_00740_667	putative FHA domain protein	0.09891355198041511	0.09900525254935574	0.0	0.2563629879856829	1831.0	1878.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00741_668	hypothetical protein	0.1754296196410474	0.17225167325862253	0.0	0.9380821811763658	1693.0	822.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00742_669	WD-40 repeat containing protein, putative	0.4695771352508503	0.47437154608054616	0.0	0.16814823415792732	1200.0	1560.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00744_671	putative long-chain-fatty-acid--CoA ligase-like protein	0.6753525218412952	0.6775395578352467	0.0	0.6594291695296977	833.0	453.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00748_673	anaerobic ribonucleoside-triphosphate reductase	0.966471884210657	0.9682181678589454	1.0	0.9340835386329899	7.0	15.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00749_674	anaerobic ribonucleotide reductase-activating protein	0.7342162610163981	0.7315076636629299	0.0	0.6556566351287398	718.0	398.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00750_675	putative deoxyribonuclease YjjV	0.4387861395349888	0.4393134495085212	0.5	0.6944966234584196	362.0	764.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00751_676	plasmid stabilization system protein	0.9754514599668455	0.9748677032906828	0.0	0.5993042923835927	302.0	210.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00752_677	hypothetical protein	0.6762715309187741	0.6760463611189806	0.0	0.595108259638903	829.0	533.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00753_678	peptidyl-prolyl cis-trans isomerase B	0.6181229033021063	0.6208141520486348	0.5	0.09111715515663951	213.0	1464.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00754_679	cysteinyl-tRNA synthetase	0.023019879289905766	0.02341646436791055	0.0	0.5801797629628153	1966.0	1613.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00755_680	hypothetical protein	0.3666782352453355	0.3703141425931542	0.0	0.3041037508872996	1363.0	1516.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00759_683	putative FHA domain protein	0.25847208031166113	0.2537011308167318	0.0	0.2817651688025629	1564.0	1692.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00764_684	protoporphyrinogen oxidase	0.5244000636462363	0.5268471202024977	0.0	0.1326596883754294	1102.0	1537.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00765_685	TrkG protein	0.4767435374079991	0.4764274666589977	0.0	0.13244529678917769	1187.0	1609.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00766_686	IMPACT family protein	0.5160023994125039	0.5152578466282931	0.0	0.7050753636945672	1117.0	601.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00768_688	IMPACT family protein	0.3934781756171184	0.40146443474616994	0.0	0.5029970688436454	1313.0	1163.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00770_690	sulfurtransferase TusA	0.48944311397054185	0.4915570523999919	0.0	0.5230201560212252	1161.0	985.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00771_691	putative cytoplasmic protein	0.9327805885198556	0.9309923209851166	0.5	0.6352067660527909	82.0	219.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00773_692	nicotinamide-nucleotide adenylyltransferase	0.11186251411037768	0.11121893176060015	0.5	0.8298769037860692	951.0	1100.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00774_693	murein transglycosyllase C	0.10734592102882431	0.10637489016176725	0.0	0.30634203356671835	1818.0	1827.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00776_695	phosphoglycerate kinase	0.3906789202189731	0.3938611611556754	0.0	0.04919322192981356	1315.0	1797.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00777_696	ribosomal protein L17	0.8468050941518822	0.8488628292231697	0.5	0.5709236081620437	116.0	350.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00778_697	DNA-directed RNA polymerase, alpha subunit	0.48986044710976817	0.48467350329310627	0.0	0.638140105402742	1160.0	788.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00779_698	ribosomal protein S4	0.29687237313326853	0.2947893837986833	0.0	0.7986017934853835	1506.0	854.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00780_699	30S ribosomal protein S11	0.6794925199969382	0.6842198289887609	0.5	0.5788069214391798	191.0	544.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00781_700	ribosomal protein S13p/S18e	0.9340549744332424	0.9321673892042234	0.0	0.714559967103243	373.0	153.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00783_702	preprotein translocase, SecY subunit	0.006530232905962218	0.00657091293957756	0.0	0.40523883975614006	1991.0	1831.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00784_703	ribosomal protein L15	0.6437680821711619	0.6471946837677754	0.5	0.6990107396843162	205.0	442.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00785_704	ribosomal protein S5	0.6009404311466424	0.6042813648694644	0.5	0.6018162494548019	220.0	628.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00786_705	ribosomal protein L18	0.925212846678914	0.925191795934442	1.0	0.7938797630327601	12.0	98.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00787_706	50S ribosomal protein L6	0.7883168548908963	0.7903077457152401	0.0	0.6808906145308531	626.0	302.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00788_707	ribosomal protein S8	0.8545694190240676	0.8542426169312765	0.0	0.6780923512802395	510.0	253.0	False	False	True	False	True	False
CP003496.1_prot_D7S_00789_708	30S ribosomal protein S14	0.9199741228885803	0.9202208646989744	0.5	0.9089398555451359	89.0	42.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00790_709	50S ribosomal protein L5	0.6228312501924667	0.6246366221385076	0.0	0.49054604066463947	929.5	804.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00791_710	50S ribosomal protein L24	0.7368329636767952	0.737570247195857	0.0	0.8864125486289482	713.0	177.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00792_711	50S ribosomal protein L14	0.8548518501395342	0.8558012017118436	0.0	0.5857671061310208	507.0	332.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00793_712	integrase, catalytic region	0.9043390676243426	0.9046113303821948	0.0	0.8073024767363706	417.0	108.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00794_713	delta-aminolevulinic acid dehydratase	0.7870687870703571	0.7883479223019433	0.0	0.23773727627274419	629.0	958.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00795_714	twin arginine-targeting protein translocase TatC	0.14128286493472275	0.14099623086335134	0.0	0.5198890487571257	1755.0	1535.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00796_715	sec-independent translocase	0.3999073664204066	0.3937837274098484	0.5	0.7648849270009361	429.0	715.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00797_716	twin arginine translocase protein A	0.8091495639052508	0.8054407922739627	0.5	0.4082039606112001	131.0	616.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00799_718	WD-40 repeat containing protein, putative	0.7327451647450616	0.7324213506695204	0.5	0.7256914191865795	161.5	316.5	False	False	False	False	False	False
CP003496.1_prot_D7S_00800_719	WD-40 repeat containing protein, putative	0.6250762193872664	0.6244107659030322	0.0	0.5305407984562986	923.5	723.5	False	False	False	False	False	False
CP003496.1_prot_D7S_00801_720	hypothetical protein	0.3551402295297584	0.3571303853951665	0.0	0.7655449256298958	1388.0	789.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00802_721	FHA domain protein	0.13220222424869985	0.1305415769912354	0.0	0.1868343945424743	1777.0	1914.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00803_722	hypothetical protein	0.7020130914018443	0.702047214989824	0.0	0.5403356549160587	782.0	576.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00804_723	chaperonin HslO	0.0766278586419096	0.07606622129901015	0.0	0.3070945179116576	1863.0	1857.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00805_724	heat shock protein 15	0.7414717576834768	0.7417920951841618	0.5	0.7510086375043983	156.0	284.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00806_725	HAD-superfamily hydrolase, subfamily IA, variant 3	0.5936653562228558	0.590902788659604	0.0	0.45181180703926954	994.0	941.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00807_726	ADP compounds hydrolase NudE	0.7012217095382363	0.7017685397262583	0.0	0.7066697617942032	783.0	366.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00808_727	histidine kinase	0.13784513626177272	0.13874582759580972	0.5	0.7921138078531499	901.0	1123.0	False	False	False	False	False	False
CP003496.1_prot_D7S_00809_728	inner membrane protein YkgB	0.6066626984035859	0.604607045369403	0.0	0.2740691005820488	961.0	1202.0	False	False	False	False	False	False
